doi,title,author,year,abstract,type
10.1109/cvprw.2017.152,Beyond Deep Residual Learning for Image Restoration: Persistent Homology-Guided Manifold Simplification,Woong Bae; Jaejun Yoo; Jong Chul Ye,2017,,proceedings-article
10.1109/tmm.2018.2871948,Self-Learning Super-Resolution Using Convolutional Principal Component Analysis and Random Matching,Jian Xu; Meng Li; Jiulun Fan; Xiaoqiang Zhao; Zhiguo Chang,2019,,journal-article
10.1016/j.knosys.2019.04.021,New architecture of deep recursive convolution networks for super-resolution,Feilong Cao; Baijie Chen,2019,,journal-article
10.1109/cvprw.2018.00130,NTIRE 2018 Challenge on Single Image Super-Resolution: Methods and Results,Radu Timofte; Shuhang Gu; Jiqing Wu; Luc Van Gool; Lei Zhang; Ming-Hsuan Yang; Muhammad Haris; Greg Shakhnarovich; Norimichi Ukita; Shijia Hu; Yijie Bei; Zheng Hui; Xiao Jiang; Yanan Gu; Jie Liu; Yifan Wang; Federico Perazzi; Brian McWilliams; Alexander Sorkine-Hornung; Olga Sorkine-Hornung; Christopher Schroers; Jiahui Yu; Yuchen Fan; Jianchao Yang; Ning Xu; Zhaowen Wang; Xinchao Wang; Thomas S. Huang; Xintao Wang; Ke Yu; Tak-Wai Hui; Chao Dong; Liang Lin; Chen Change Loy; Dongwon Park; Kwanyoung Kim; Se Young Chun; Kai Zhang; Pengjv Liu; Wangmeng Zuo; Shi Guo; Jiye Liu; Jinchang Xu; Yijiao Liu; Fengye Xiong; Yuan Dong; Hongliang Bai; Alexandru Damian; Nikhil Ravi; Sachit Menon; Cynthia Rudin; Junghoon Seo; Taegyun Jeon; Jamyoung Koo; Seunghyun Jeon; Soo Ye Kim; Jae-Seok Choi; Sehwan Ki; Soomin Seo; Hyeonjun Sim; Saehun Kim; Munchurl Kim; Rong Chen; Kun Zeng; Jinkang Guo; Yanyun Qu; Cuihua Li; Namhyuk Ahn; Byungkon Kang; Kyung-Ah Sohn; Yuan Yuan; Jiawei Zhang; Jiahao Pang; Xiangyu Xu; Yan Zhao; Wei Deng; Sibt Ul Hussain; Muneeb Aadil; Rafia Rahim; Xiaowang Cai; Fang Huang; Yueshu Xu; Pablo Navarrete Michelini; Dan Zhu; Hanwen Liu; Jun-Hyuk Kim; Jong-Seok Lee; Yiwen Huang; Ming Qiu; Liting Jing; Jiehang Zeng; Ying Wang; Manoj Sharma; Rudrabha Mukhopadhyay; Avinash Upadhyay; Sriharsha Koundinya; Ankit Shukla; Santanu Chaudhury; Zhe Zhang; Yu Hen Hu; Lingzhi Fu,2018,,proceedings-article
10.1109/tcsvt.2018.2839879,Resolution-Aware Network for Image Super-Resolution,Yifan Wang; Lijun Wang; Hongyu Wang; Peihua Li,2019,,journal-article
10.1109/cvpr.2018.00745,Squeeze-and-Excitation Networks,Jie Hu; Li Shen; Gang Sun,2018,,proceedings-article
10.1145/3343031.3351084,Lightweight Image Super-Resolution with Information Multi-distillation Network,Zheng Hui; Xinbo Gao; Yunchu Yang; Xiumei Wang,2019,,proceedings-article
10.1109/iccv48922.2021.00986,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,Ze Liu; Yutong Lin; Yue Cao; Han Hu; Yixuan Wei; Zheng Zhang; Stephen Lin; Baining Guo,2021,,proceedings-article
10.1109/mmul.2020.2987895,Building a Manga Dataset “Manga109” With Annotations for Multimedia Applications,Kiyoharu Aizawa; Azuma Fujimoto; Atsushi Otsubo; Toru Ogawa; Yusuke Matsui; Koki Tsubota; Hikaru Ikuta,2020,,journal-article
10.1109/iccv.2019.00318,Toward Real-World Single Image Super-Resolution: A New Benchmark and a New Model,Jianrui Cai; Hui Zeng; Hongwei Yong; Zisheng Cao; Lei Zhang,2019,,proceedings-article
10.1109/cvpr46437.2021.01212,Pre-Trained Image Processing Transformer,Hanting Chen; Yunhe Wang; Tianyu Guo; Chang Xu; Yiping Deng; Zhenhua Liu; Siwei Ma; Chunjing Xu; Chao Xu; Wen Gao,2021,,proceedings-article
10.1109/cvpr.2019.01132,Second-Order Attention Network for Single Image Super-Resolution,Tao Dai; Jianrui Cai; Yongbing Zhang; Shu-Tao Xia; Lei Zhang,2019,,proceedings-article
10.1109/tpami.2018.2865304,Fast and Accurate Image Super-Resolution with Deep Laplacian Pyramid Networks,Wei-Sheng Lai; Jia-Bin Huang; Narendra Ahuja; Ming-Hsuan Yang,2019,,journal-article
10.1109/cvpr42600.2020.00583,Learning Texture Transformer Network for Image Super-Resolution,Fuzhi Yang; Huan Yang; Jianlong Fu; Hongtao Lu; Baining Guo,2020,,proceedings-article
10.1109/iccvw.2019.00474,Lightweight and Accurate Recursive Fractal Network for Image Super-Resolution,Juncheng Li; Yiting Yuan; Kangfu Mei; Faming Fang,2019,,proceedings-article
10.1109/iccvw54120.2021.00210,SwinIR: Image Restoration Using Swin Transformer,Jingyun Liang; Jiezhang Cao; Guolei Sun; Kai Zhang; Luc Van Gool; Radu Timofte,2021,,proceedings-article
10.1016/j.pbiomolbio.2004.08.012,Static magnetic field effects on human subjects related to magnetic resonance imaging systems,Donald W. Chakeres; Frank de Vocht,2005,,journal-article
10.26599/bdma.2018.9020001,Applications of deep learning to MRI images: A survey,Jin Liu; Yi Pan; Min Li; Ziyue Chen; Lu Tang; Chengqian Lu; Jianxin Wang,2018,,journal-article
10.1002/mrm.21391,Sparse MRI: The application of compressed sensing for rapid MR imaging,Michael Lustig; David Donoho; John M. Pauly,2007,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    The sparsity which is implicit in MR images is exploited to significantly undersample
                    <jats:italic>k</jats:italic>
                    ‐space. Some MR images such as angiograms are already sparse in the pixel representation; other, more complicated images have a sparse representation in some transform domain–for example, in terms of spatial finite‐differences or their wavelet coefficients. According to the recently developed mathematical theory of compressed‐sensing, images with a sparse representation can be recovered from randomly undersampled
                    <jats:italic>k</jats:italic>
                    ‐space data, provided an appropriate nonlinear recovery scheme is used. Intuitively, artifacts due to random undersampling add as noise‐like interference. In the sparse transform domain the significant coefficients stand out above the interference. A nonlinear thresholding scheme can recover the sparse coefficients, effectively recovering the image itself. In this article, practical incoherent undersampling schemes are developed and analyzed by means of their aliasing interference. Incoherence is introduced by pseudo‐random variable‐density undersampling of phase‐encodes. The reconstruction is performed by minimizing the ℓ
                    <jats:sup>1</jats:sup>
                    norm of a transformed image, subject to data fidelity constraints. Examples demonstrate improved spatial resolution and accelerated acquisition for multislice fast spin‐echo brain imaging and 3D contrast enhanced angiography. Magn Reson Med, 2007. © 2007 Wiley‐Liss, Inc.
                  </jats:p>",journal-article
10.1016/j.media.2020.101687,Image reconstruction with low-rankness and self-consistency of k-space data in parallel MRI,Xinlin Zhang; Di Guo; Yiman Huang; Ying Chen; Liansheng Wang; Feng Huang; Qin Xu; Xiaobo Qu,2020,,journal-article
10.1109/tit.2006.871582,Compressed sensing,D.L. Donoho,2006,,journal-article
10.1109/msp.2007.914728,Compressed Sensing MRI,M. Lustig; D.L. Donoho; J.M. Santos; J.M. Pauly,2008,,journal-article
10.1109/jproc.2022.3141367,AI-Based Reconstruction for Fast MRI—A Systematic Review and Meta-Analysis,Yutong Chen; Carola-Bibiane Schonlieb; Pietro Lio; Tim Leiner; Pier Luigi Dragotti; Ge Wang; Daniel Rueckert; David Firmin; Guang Yang,2022,,journal-article
10.1109/jstsp.2020.3001737,Prior-Guided Image Reconstruction for Accelerated Multi-Contrast MRI via Generative Adversarial Networks,Salman U.H. Dar; Mahmut Yurt; Mohammad Shahdloo; Muhammed Emrullah Ildiz; Berk Tinaz; Tolga Cukur,2020,,journal-article
10.1088/1361-6560/aab9e9,Super-resolution reconstruction of MR image with a novel residual learning network algorithm,Jun Shi; Qingping Liu; Chaofeng Wang; Qi Zhang; Shihui Ying; Haoyu Xu,2018,"<jats:title>Abstract</jats:title>
                  <jats:p>Spatial resolution is one of the key parameters of magnetic resonance imaging (MRI). The image super-resolution (SR) technique offers an alternative approach to improve the spatial resolution of MRI due to its simplicity. Convolutional neural networks (CNN)-based SR algorithms have achieved state-of-the-art performance, in which the global residual learning (GRL) strategy is now commonly used due to its effectiveness for learning image details for SR. However, the partial loss of image details usually happens in a very deep network due to the degradation problem. In this work, we propose a novel residual learning-based SR algorithm for MRI, which combines both multi-scale GRL and shallow network block-based local residual learning (LRL). The proposed LRL module works effectively in capturing high-frequency details by learning local residuals. One simulated MRI dataset and two real MRI datasets have been used to evaluate our algorithm. The experimental results show that the proposed SR algorithm achieves superior performance to all of the other compared CNN-based SR algorithms in this work.</jats:p>",journal-article
10.1109/tmi.2017.2760978,A Deep Cascade of Convolutional Neural Networks for Dynamic MR Image Reconstruction,Jo Schlemper; Jose Caballero; Joseph V. Hajnal; Anthony N. Price; Daniel Rueckert,2018,,journal-article
10.1109/tmi.2018.2820120,Compressed Sensing MRI Reconstruction Using a Generative Adversarial Network With a Cyclic Loss,Tran Minh Quan; Thanh Nguyen-Duc; Won-Ki Jeong,2018,,journal-article
10.1109/tmi.2018.2863670,Convolutional Recurrent Neural Networks for Dynamic MR Image Reconstruction,Chen Qin; Jo Schlemper; Jose Caballero; Anthony N. Price; Joseph V. Hajnal; Daniel Rueckert,2019,,journal-article
10.1109/tit.2008.920190,Compressed Sensing and Redundant Dictionaries,Holger Rauhut; Karin Schnass; Pierre Vandergheynst,2008,,journal-article
10.1109/tmi.2010.2090538,MR Image Reconstruction From Highly Undersampled k-Space Data by Dictionary Learning,Saiprasad Ravishankar; Yoram Bresler,2011,,journal-article
10.1109/tip.2006.881969,Image Denoising Via Sparse and Redundant Representations Over Learned Dictionaries,Michael Elad; Michal Aharon,2006,,journal-article
10.1109/tmi.2022.3167808,ResViT: Residual Vision Transformers for Multimodal Medical Image Synthesis,Onat Dalmaz; Mahmut Yurt; Tolga Cukur,2022,,journal-article
10.1109/tmi.2022.3189693,TranSMS: Transformers for Super-Resolution Calibration in Magnetic Particle Imaging,Alper Gungor; Baris Askin; Damla Alptekin Soydan; Emine Ulku Saritas; Can Baris Top; Tolga Cukur,2022,,journal-article
10.1016/j.cmpb.2022.107291,VGG-TSwinformer: Transformer-based deep learning model for early Alzheimer’s disease prediction,Zhentao Hu; Zheng Wang; Yong Jin; Wei Hou,2023,,journal-article
10.1109/tmi.2022.3147426,Unsupervised MRI Reconstruction via Zero-Shot Learned Adversarial Transformers,Yilmaz Korkmaz; Salman U. H. Dar; Mahmut Yurt; Muzaffer Ozbey; Tolga Cukur,2022,,journal-article
10.1016/j.media.2020.101717,High-dimensional embedding network derived prior for compressive sensing MRI reconstruction,Minghui Zhang; Mengting Li; Jinjie Zhou; Yanjie Zhu; Shanshan Wang; Dong Liang; Yang Chen; Qiegen Liu,2020,,journal-article
10.1109/access.2019.2924604,A Very Deep Densely Connected Network for Compressed Sensing MRI,Kun Zeng; Yu Yang; Guobao Xiao; Zhong Chen,2019,,journal-article
10.1002/mrm.24254,Simultaneous noncontrast angiography and intraPlaque hemorrhage (SNAP) imaging for carotid atherosclerotic disease evaluation,Jinnan Wang; Peter Börnert; Huilin Zhao; Daniel S. Hippe; Xihai Zhao; Niranjan Balu; Marina S. Ferguson; Thomas S. Hatsukami; Jianrong Xu; Chun Yuan; William S. Kerwin,2012,"<jats:title>Abstract</jats:title><jats:p>A simultaneous noncontrast angiography and intraplaque hemorrhage (SNAP) MR imaging technique is proposed to detect both luminal stenosis and hemorrhage in atherosclerosis patients in a single scan. Thirteen patients with diagnosed carotid atherosclerotic plaque were admitted after informed consent. All scans were performed on a 3T MR imaging system with SNAP, 2D time‐of‐flight and magnetization‐prepared 3D rapid acquisition gradient echo sequences. The SNAP sequence utilized a phase sensitive acquisition, and was designed to provide positive signals corresponding to intraplaque hemorrhage and negative signals corresponding to lumen. SNAP images were compared to time‐of‐flight images to evaluate lumen size measurements using linear mixed models and the intraclass correlation coefficient. Intraplaque hemorrhage identification accuracy was evaluated by comparing to magnetization‐prepared 3D rapid acquisition gradient echo images using Cohen's Kappa. Diagnostic quality SNAP images were generated from all subjects. Quantitatively, the lumen size measurements by SNAP were strongly correlated (intraclass correlation coefficient = 0.96,<jats:italic>P</jats:italic>&lt; 0.001) with those measured by time‐of‐flight. For intraplaque hemorrhage detection, strong agreement (κ = 0.82,<jats:italic>P</jats:italic>&lt; 0.001) was also identified between SNAP and magnetization‐prepared 3D rapid acquisition gradient echo images. In conclusion, a SNAP imaging technique was proposed and shows great promise for imaging both lumen size and carotid intraplaque hemorrhage with a single scan. Magn Reson Med, 2013. © 2012 Wiley Periodicals, Inc.</jats:p>",journal-article
10.1109/tmi.2014.2301271,Dictionary Learning and Time Sparsity for Dynamic MR Data Reconstruction,Jose Caballero; Anthony N. Price; Daniel Rueckert; Joseph V. Hajnal,2014,,journal-article
10.1109/tit.2007.909108,Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit,Joel A. Tropp; Anna C. Gilbert,2007,,journal-article
10.1016/j.jvcir.2016.03.018,Fractional-order total variation combined with sparsifying transforms for compressive sensing sparse image reconstruction,Gao Chen; Jiashu Zhang; Defang Li,2016,,journal-article
10.1016/j.neuroimage.2015.08.075,MGH–USC Human Connectome Project datasets with ultra-high b-value diffusion MRI,Qiuyun Fan; Thomas Witzel; Aapo Nummenmaa; Koene R.A. Van Dijk; John D. Van Horn; Michelle K. Drews; Leah H. Somerville; Margaret A. Sheridan; Rosario M. Santillana; Jenna Snyder; Trey Hedden; Emily E. Shaw; Marisa O. Hollinshead; Ville Renvall; Roberta Zanzonico; Boris Keil; Stephen Cauley; Jonathan R. Polimeni; Dylan Tisdall; Randy L. Buckner; Van J. Wedeen; Lawrence L. Wald; Arthur W. Toga; Bruce R. Rosen,2016,,journal-article
10.1016/j.media.2007.12.003,Efficient and generalizable statistical models of shape and appearance for analysis of cardiac MRI,Alexander Andreopoulos; John K. Tsotsos,2008,,journal-article
10.1371/journal.pmed.1002699,Deep-learning-assisted diagnosis for knee magnetic resonance imaging: Development and retrospective validation of MRNet,Nicholas Bien; Pranav Rajpurkar; Robyn L. Ball; Jeremy Irvin; Allison Park; Erik Jones; Michael Bereket; Bhavik N. Patel; Kristen W. Yeom; Katie Shpanskaya; Safwan Halabi; Evan Zucker; Gary Fanton; Derek F. Amanatullah; Christopher F. Beaulieu; Geoffrey M. Riley; Russell J. Stewart; Francis G. Blankenberg; David B. Larson; Ricky H. Jones; Curtis P. Langlotz; Andrew Y. Ng; Matthew P. Lungren,2018,,journal-article
10.1002/mp.15936,Artificial intelligence in multiparametric magnetic resonance imaging: A review,Cheng Li; Wen Li; Chenyang Liu; Hairong Zheng; Jing Cai; Shanshan Wang,2022,"<jats:title>Abstract</jats:title><jats:p>Multiparametric magnetic resonance imaging (mpMRI) is an indispensable tool in the clinical workflow for the diagnosis and treatment planning of various diseases. Machine learning–based artificial intelligence (AI) methods, especially those adopting the deep learning technique, have been extensively employed to perform mpMRI image classification, segmentation, registration, detection, reconstruction, and super‐resolution. The current availabilities of increasing computational power and fast‐improving AI algorithms have empowered numerous computer‐based systems for applying mpMRI to disease diagnosis, imaging‐guided radiotherapy, patient risk and overall survival time prediction, and the development of advanced quantitative imaging technology for magnetic resonance fingerprinting. However, the wide application of these developed systems in the clinic is still limited by a number of factors, including robustness, reliability, and interpretability. This survey aims to provide an overview for new researchers in the field as well as radiologists with the hope that they can understand the general concepts, main application scenarios, and remaining challenges of AI in mpMRI.</jats:p>",journal-article
10.1016/j.bspc.2021.102579,Deep learning for fast MR imaging: A review for learning reconstruction from incomplete k-space data,Shanshan Wang; Taohui Xiao; Qiegen Liu; Hairong Zheng,2021,,journal-article
10.3389/fradi.2021.781868,Review and Prospect: Artificial Intelligence in Advanced Medical Imaging,Shanshan Wang; Guohua Cao; Yan Wang; Shu Liao; Qian Wang; Jun Shi; Cheng Li; Dinggang Shen,2021,"<jats:p>Artificial intelligence (AI) as an emerging technology is gaining momentum in medical imaging. Recently, deep learning-based AI techniques have been actively investigated in medical imaging, and its potential applications range from data acquisition and image reconstruction to image analysis and understanding. In this review, we focus on the use of deep learning in image reconstruction for advanced medical imaging modalities including magnetic resonance imaging (MRI), computed tomography (CT), and positron emission tomography (PET). Particularly, recent deep learning-based methods for image reconstruction will be emphasized, in accordance with their methodology designs and performances in handling volumetric imaging data. It is expected that this review can help relevant researchers understand how to adapt AI for medical imaging and which advantages can be achieved with the assistance of AI.</jats:p>",journal-article
10.1109/msp.2019.2950640,"Deep-Learning Methods for Parallel Magnetic Resonance Imaging Reconstruction: A Survey of the Current Approaches, Trends, and Issues",Florian Knoll; Kerstin Hammernik; Chi Zhang; Steen Moeller; Thomas Pock; Daniel K. Sodickson; Mehmet Akcakaya,2020,,journal-article
10.1002/(sici)1522-2594(199911)42:5<952::aid-mrm16>3.0.co;2-s,SENSE: Sensitivity encoding for fast MRI,Klaas P. Pruessmann; Markus Weiger; Markus B. Scheidegger; Peter Boesiger,1999,,journal-article
10.1002/mp.12600,A parallel <scp>MR</scp> imaging method using multilayer perceptron,Kinam Kwon; Dongchan Kim; HyunWook Park,2017,"<jats:sec><jats:title>Purpose</jats:title><jats:p>To reconstruct <jats:styled-content style=""fixed-case"">MR</jats:styled-content> images from subsampled data, we propose a fast reconstruction method using the multilayer perceptron (<jats:styled-content style=""fixed-case"">MLP</jats:styled-content>) algorithm.</jats:p></jats:sec><jats:sec><jats:title>Methods and materials</jats:title><jats:p>We applied <jats:styled-content style=""fixed-case"">MLP</jats:styled-content> to reduce aliasing artifacts generated by subsampling in k‐space. The <jats:styled-content style=""fixed-case"">MLP</jats:styled-content> is learned from training data to map aliased input images into desired alias‐free images. The input of the <jats:styled-content style=""fixed-case"">MLP</jats:styled-content> is all voxels in the aliased lines of multichannel real and imaginary images from the subsampled k‐space data, and the desired output is all voxels in the corresponding alias‐free line of the root‐sum‐of‐squares of multichannel images from fully sampled k‐space data. Aliasing artifacts in an image reconstructed from subsampled data were reduced by line‐by‐line processing of the learned <jats:styled-content style=""fixed-case"">MLP</jats:styled-content> architecture.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Reconstructed images from the proposed method are better than those from compared methods in terms of normalized root‐mean‐square error. The proposed method can be applied to image reconstruction for any k‐space subsampling patterns in a phase encoding direction. Moreover, to further reduce the reconstruction time, it is easily implemented by parallel processing.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>We have proposed a reconstruction method using machine learning to accelerate imaging time, which reconstructs high‐quality images from subsampled k‐space data. It shows flexibility in the use of k‐space sampling patterns, and can reconstruct images in real time.</jats:p></jats:sec>",journal-article
10.1002/mrm.27656,Parallel imaging in time‐of‐flight magnetic resonance angiography using deep multistream convolutional neural networks,Yohan Jun; Taejoon Eo; Hyungseob Shin; Taeseong Kim; Ho‐Joon Lee; Dosik Hwang,2019,"<jats:sec><jats:title>Purpose</jats:title><jats:p>To develop and evaluate a method of parallel imaging time‐of‐flight (TOF) MRA using deep multistream convolutional neural networks (CNNs).</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>A deep parallel imaging network (“DPI‐net”) was developed to reconstruct 3D multichannel MRA from undersampled data. It comprises 2 deep‐learning networks: a network of multistream CNNs for extracting feature maps of multichannel images and a network of reconstruction CNNs for reconstructing images from the multistream network output feature maps. The images were evaluated using normalized root mean square error (NRMSE), peak signal‐to‐noise ratio (PSNR), and structural similarity (SSIM) values, and the visibility of blood vessels was assessed by measuring the vessel sharpness of middle and posterior cerebral arteries on axial maximum intensity projection (MIP) images. Vessel sharpness was compared using paired <jats:italic>t</jats:italic> tests, between DPI‐net, 2 conventional parallel imaging methods (SAKE and ESPIRiT), and a deep‐learning method (U‐net).</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>DPI‐net showed superior performance in reconstructing vessel signals in both axial slices and MIP images for all reduction factors. This was supported by the quantitative metrics, with DPI‐net showing the lowest NRMSE, the highest PSNR and SSIM (except <jats:italic>R</jats:italic> = 3.8 on sagittal MIP images, and <jats:italic>R</jats:italic> = 5.7 on axial slices and sagittal MIP images), and significantly higher vessel sharpness values than the other methods.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>DPI‐net was effective in reconstructing 3D TOF MRA from highly undersampled multichannel MR data, achieving superior performance, both quantitatively and qualitatively, over conventional parallel imaging and other deep‐learning methods.</jats:p></jats:sec>",journal-article
10.1002/mrm.27420,Scan‐specific robust artificial‐neural‐networks for k‐space interpolation (RAKI) reconstruction: Database‐free deep learning for fast imaging,Mehmet Akçakaya; Steen Moeller; Sebastian Weingärtner; Kâmil Uğurbil,2018,"<jats:sec>
                    <jats:title>Purpose</jats:title>
                    <jats:p>To develop an improved k‐space reconstruction method using scan‐specific deep learning that is trained on autocalibration signal (ACS) data.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Theory</jats:title>
                    <jats:p>Robust artificial‐neural‐networks for k‐space interpolation (RAKI) reconstruction trains convolutional neural networks on ACS data. This enables nonlinear estimation of missing k‐space lines from acquired k‐space data with improved noise resilience, as opposed to conventional linear k‐space interpolation‐based methods, such as GRAPPA, which are based on linear convolutional kernels.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Methods</jats:title>
                    <jats:p>The training algorithm is implemented using a mean square error loss function over the target points in the ACS region, using a gradient descent algorithm. The neural network contains 3 layers of convolutional operators, with 2 of these including nonlinear activation functions. The noise performance and reconstruction quality of the RAKI method was compared with GRAPPA in phantom, as well as in neurological and cardiac in vivo data sets.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>Phantom imaging shows that the proposed RAKI method outperforms GRAPPA at high (≥4) acceleration rates, both visually and quantitatively. Quantitative cardiac imaging shows improved noise resilience at high acceleration rates (rate 4:23% and rate 5:48%) over GRAPPA. The same trend of improved noise resilience is also observed in high‐resolution brain imaging at high acceleration rates.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusion</jats:title>
                    <jats:p>The RAKI method offers a training database‐free deep learning approach for MRI reconstruction, with the potential to improve many existing reconstruction approaches, and is compatible with conventional data acquisition protocols.</jats:p>
                  </jats:sec>",journal-article
10.1038/s41592-020-01008-z,nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,Fabian Isensee; Paul F. Jaeger; Simon A. A. Kohl; Jens Petersen; Klaus H. Maier-Hein,2020,,journal-article
10.1109/btas.2010.5634490,Very low resolution face recognition problem,W. W. Zou Wilman; Pong C. Yuen,2010,,proceedings-article
10.1109/83.951537,New edge-directed interpolation,Xin Li; M.T. Orchard,2001,,journal-article
10.1109/cvpr.2016.272,Combining Markov Random Fields and Convolutional Neural Networks for Image Synthesis,Chuan Li; Michael Wand,2016,,proceedings-article
10.1007/978-3-319-46493-0_38,Identity Mappings in Deep Residual Networks,Kaiming He; Xiangyu Zhang; Shaoqing Ren; Jian Sun,2016,,book-chapter
10.1109/tpami.2010.25,Single-Image Super-Resolution Using Sparse Regression and Natural Image Prior,Kwang In Kim; Younghee Kwon,2010,,journal-article
10.1109/cvpr.2007.383211,Spatial-Depth Super Resolution for Range Images,Qingxiong Yang; Ruigang Yang; James Davis; David Nister,2007,,proceedings-article
10.1109/iccv.2015.123,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,Kaiming He; Xiangyu Zhang; Shaoqing Ren; Jian Sun,2015,,proceedings-article
10.1109/cvpr.2011.5995713,Single image super-resolution using Gaussian process regression,He He; Wan-Chi Siu,2011,,proceedings-article
10.1109/tip.2013.2279315,Landmark Image Super-Resolution by Retrieving Web Images,Huanjing Yue; Xiaoyan Sun; Jingyu Yang; Feng Wu,2013,,journal-article
10.1007/978-3-642-27413-8_47,On Single Image Scale-Up Using Sparse-Representations,Roman Zeyde; Michael Elad; Matan Protter,2012,,book-chapter
10.1109/tip.2005.851684,Image up-sampling using total-variation regularization with a new observation model,H.A. Aly; E. Dubois,2005,,journal-article
10.1109/icip.1996.560768,Edge-directed interpolation,J. Allebach; Ping Wah Wong,None,,proceedings-article
10.1109/cvpr.2016.265,Image Style Transfer Using Convolutional Neural Networks,Leon A. Gatys; Alexander S. Ecker; Matthias Bethge,2016,,proceedings-article
10.1109/iccinda.2011.6146669,A modified PSNR metric based on HVS for quality assessment of color images,Prateek Gupta; Priyanka Srivastava; Satyam Bhardwaj; Vikrant Bhateja,2011,,proceedings-article
10.1109/iccv.2015.212,Convolutional Sparse Coding for Image Super-Resolution,Shuhang Gu; Wangmeng Zuo; Qi Xie; Deyu Meng; Xiangchu Feng; Lei Zhang,2015,,proceedings-article
10.1109/cvpr.2015.7298594,Going deeper with convolutions,Christian Szegedy; Wei Liu; Yangqing Jia; Pierre Sermanet; Scott Reed; Dragomir Anguelov; Dumitru Erhan; Vincent Vanhoucke; Andrew Rabinovich,2015,,proceedings-article
10.1109/cvpr.2010.5539933,Super resolution using edge prior and single image detail synthesis,Yu-Wing Tai; Shuaicheng Liu; Michael S. Brown; Stephen Lin,2010,,proceedings-article
10.1007/s11263-016-0911-8,Visualizing Deep Convolutional Neural Networks Using Natural Pre-images,Aravindh Mahendran; Andrea Vedaldi,2016,,journal-article
10.1109/tip.2011.2108306,Image Deblurring and Super-Resolution by Adaptive Sparse Domain Selection and Adaptive Regularization,Weisheng Dong; Lei Zhang; Guangming Shi; Xiaolin Wu,2011,,journal-article
10.1175/1520-0450(1979)018<1016:lfioat>2.0.co;2,Lanczos Filtering in One and Two Dimensions,Claude E. Duchon,1979,,journal-article
10.1109/tip.2004.834669,Fast and Robust Multiframe Super Resolution,S. Farsiu; M.D. Robinson; M. Elad; P. Milanfar,2004,,journal-article
10.1117/12.473899,Three varieties of realism in computer graphics,James A. Ferwerda,2003,,proceedings-article
10.5244/c.26.135,Low-Complexity Single-Image Super-Resolution based on Nonnegative Neighbor Embedding,Marco Bevilacqua; Aline Roumy; Christine Guillemot; Marie-line Alberi Morel,2012,,proceedings-article
10.1109/iccv.2015.45,Naive Bayes Super-Resolution Forest,Jordi Salvador; Eduardo Perez-Pellitero,2015,,proceedings-article
10.1007/s00138-014-0623-4,Super-resolution: a comprehensive survey,Kamal Nasrollahi; Thomas B. Moeslund,2014,,journal-article
10.1109/cvpr.2015.7298970,Material recognition in the wild with the Materials in Context Database,Sean Bell; Paul Upchurch; Noah Snavely; Kavita Bala,2015,,proceedings-article
10.1007/978-3-030-11021-5_21,The 2018 PIRM Challenge on Perceptual Image Super-Resolution,Yochai Blau; Roey Mechrez; Radu Timofte; Tomer Michaeli; Lihi Zelnik-Manor,2019,,book-chapter
10.1109/cvpr.2018.00652,The Perception-Distortion Tradeoff,Yochai Blau; Tomer Michaeli,2018,,proceedings-article
10.1007/978-3-319-10593-2_13,Learning a Deep Convolutional Network for Image Super-Resolution,Chao Dong; Chen Change Loy; Kaiming He; Xiaoou Tang,2014,,book-chapter
10.1109/cvpr.2018.00179,Deep Back-Projection Networks for Super-Resolution,Muhammad Haris; Greg Shakhnarovich; Norimichi Ukita,2018,,proceedings-article
10.1109/cvpr.2017.243,Densely Connected Convolutional Networks,Gao Huang; Zhuang Liu; Laurens Van Der Maaten; Kilian Q. Weinberger,2017,,proceedings-article
10.1007/978-3-319-46475-6_43,Perceptual Losses for Real-Time Style Transfer and Super-Resolution,Justin Johnson; Alexandre Alahi; Li Fei-Fei,2016,,book-chapter
10.1109/lsp.2012.2227726,Making a “Completely Blind” Image Quality Analyzer,A. Mittal; R. Soundararajan; A. C. Bovik,2013,,journal-article
10.1109/cvpr.2017.35,Deep Multi-scale Convolutional Neural Network for Dynamic Scene Deblurring,Seungjun Nah; Tae Hyun Kim; Kyoung Mu Lee,2017,,proceedings-article
10.1109/iccv.2017.481,EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis,Mehdi S. M. Sajjadi; Bernhard Scholkopf; Michael Hirsch,2017,,proceedings-article
