id,username,name,title,country,rapid_rating_last,rapid_rating_deviation,rapid_rating_best,blitz_rating_last,blitz_rating_deviation,blitz_rating_best,bullet_rating_last,bullet_rating_deviation,bullet_rating_best,is_streamer,twitch_url,joined,joined_date,last_online,last_online_date
36530556,evgenypigusov,Evgeny Pigusov,GM,Russia,2327,109,2343,2652,48,2652,1786,247,0,False,,1498244462,2017-06-24,1718870948,2024-06-20
32686514,evgenyromanov,Evgeny Romanov,GM,Norway,2265,113,2619,2741,129,2753,0,0,0,False,,1485443817,2017-01-26,1715935787,2024-05-17
22580912,evgenysharapov,Evgeny Sharapov,GM,Ukraine,1902,111,2333,2329,48,2460,2355,84,2222,False,,1432816704,2015-05-28,1555299214,2019-04-15
28432502,evgenyt,Evgeny Tomashevsky,GM,Russia,2667,61,2832,2988,90,2988,2440,247,2290,True,https://twitch.tv/tomash_games,1464694128,2016-05-31,1708178971,2024-02-17
60556763,excellent1st,,GM,United States,0,0,0,2850,50,2882,2770,47,2659,False,,1556927096,2019-05-04,1597055860,2020-08-10
11177810,fabianocaruana,Fabiano Caruana,GM,United States,2747,43,3045,3094,29,3207,3048,29,3113,False,,1363533272,2013-03-17,1718830252,2024-06-20
19750096,fablibi,Fabien Libiszewski,GM,France,2438,289,2565,2743,42,2827,2671,48,2757,False,,1416154220,2014-11-16,1718749881,2024-06-19
14498226,fairchess_on_youtube,Dmitry Andreikin,GM,Cape Verde,2720,41,2811,3091,37,3161,3004,38,3310,False,,1384871254,2013-11-19,1718741772,2024-06-19
21261072,fandorine,Maksim Chigaev,GM,Spain,2587,46,2770,2910,44,3036,2896,34,3054,True,https://twitch.tv/fandorine96,1424876411,2015-02-25,1718874641,2024-06-20
5276288,faqade,Antonios Pavlidis,GM,Greece,2589,110,2945,2654,41,2788,2627,49,2729,False,,1308066687,2011-06-14,1718828364,2024-06-20
95955184,farout1364,,GM,United States,0,0,0,2813,46,2970,2602,95,2811,False,,1604969001,2020-11-10,1718769929,2024-06-19
33991150,farrukh_amonatov,Farrukh Amonatov,GM,Tajikistan,2546,129,2615,3000,62,3007,2716,45,2863,False,,1489603103,2017-03-16,1718863122,2024-06-20
56796752,fartobus,Andrei Maksimenko,GM,Germany,2393,248,0,2386,173,2757,0,0,0,False,,1549011106,2019-02-01,1710272677,2024-03-13
14858680,fatupss,Angel Arribas Lopez,GM,United States,2163,153,2543,2623,87,2802,2739,90,2774,False,,1386214497,2013-12-05,1714272642,2024-04-28
58419692,faustregel,אהרן בגראטיוני,GM,Israel,0,0,0,2769,40,2773,2641,46,2559,False,,1552396503,2019-03-12,1575403860,2019-12-04
27585500,fcchelsea14,Nguyen Van Huy,GM,Vietnam,2418,49,2728,2847,49,2847,2646,147,2655,False,,1459756747,2016-04-04,1718808313,2024-06-19
29305216,fearless_guy,Semyon Lomasov,GM,Israel,2198,139,2198,2896,39,2971,2859,166,2859,False,,1470072824,2016-08-02,1718850654,2024-06-20
29807926,federtiu,Hugo ten Hertog,GM,Netherlands,0,0,0,2723,107,2803,2821,122,2836,False,,1473166460,2016-09-06,1716141961,2024-05-20
15403954,fedoseevvladimir,Vladimir Fedoseev,GM,Russia,0,0,0,0,0,0,0,0,0,False,,1388831461,2014-01-04,1425890024,2015-03-09
22481706,felixblohberger,Felix Blohberger,GM,Austria,2383,46,2440,2767,47,2880,2882,50,2890,False,,1432205607,2015-05-21,1718877660,2024-06-20
86414384,feliztigriz,Tiger Hillarp,GM,Sweden,2176,92,2555,2563,189,2732,2288,141,2334,False,,1594466549,2020-07-11,1718199032,2024-06-12
55707208,feuerwehrmannsam,Michael Bezold,GM,Germany,2385,141,2487,2660,49,2708,0,0,0,False,,1546987548,2019-01-09,1713183466,2024-04-15
15872054,fghsmn,Bharath Subramaniyam.H Harishankkar,GM,India,2566,46,2653,2895,34,3006,2761,45,2816,False,,1391353417,2014-02-02,1718820971,2024-06-20
40583216,fighterman91,Pouria Darini,GM,Iran,2447,48,2482,2743,40,2799,2866,35,2915,False,,1511251771,2017-11-21,1718818714,2024-06-20
35901998,filippov_anton,Anton Filippov,GM,Kazakhstan,1766,187,1974,2843,45,2865,2398,47,2568,False,,1496058699,2017-05-29,1718526072,2024-06-16
59056780,firegrizzly,Vladislav Nevednichy,GM,Romania,2148,165,2500,2705,35,2787,2472,126,2477,False,,1553689164,2019-03-27,1718779521,2024-06-19
76078938,firehand33,Imre Jr Hera,GM,Hungary,2371,122,2701,2706,31,2808,0,0,0,False,,1586368843,2020-04-09,1718040030,2024-06-11
15668874,fireheart92,Adhiban Baskaran,GM,India,2691,86,2863,3008,46,3032,3007,30,3037,True,,1390236090,2014-01-20,1716726581,2024-05-26
42022994,firouzja2003,Alireza Firouzja,GM,France,2867,44,2867,3160,38,3233,3263,23,3521,False,,1515159662,2018-01-05,1718560047,2024-06-17
28877746,fivetrick,Manuel Pena Gomez,GM,Hong Kong,0,0,0,2659,49,2739,2484,123,2593,False,,1467395691,2016-07-02,1718699442,2024-06-18
248024425,fizmat_64,,GM,Russia,2428,249,0,2937,46,3000,3014,30,3014,False,,1676657372,2023-02-18,1689440661,2023-07-16
264347021,floydferris,,GM,Ukraine,0,0,0,2871,47,2911,0,0,0,False,,1679338279,2023-03-21,1718740228,2024-06-19
11141386,flycont,Oleksandr Sulypa,GM,Ukraine,0,0,0,0,0,0,0,0,0,False,,1363271871,2013-03-14,1718876998,2024-06-20
37153588,fmshawnrl123,Shawn Rodrigue-Lemieux,GM,Canada,2413,113,2609,2845,45,2952,2847,49,3028,False,,1500489421,2017-07-20,1718881661,2024-06-20
26510312,fodorpoti,Tamas Fodor,GM,Hungary,2272,145,2518,2782,40,2893,2739,49,2769,False,,1454589387,2016-02-04,1718882598,2024-06-20
41013780,foewa98,Foewa &ewa,GM,Jamaica,1375,146,1375,2916,87,2932,2700,77,2700,False,,1512433768,2017-12-05,1718854596,2024-06-20
52897514,formerprodigy,David Navara,GM,Czech Republic,2655,45,2943,2991,46,3049,2816,114,3044,False,,1544155176,2018-12-07,1718858084,2024-06-20
32787782,fosti19,Throstur Thorhallsson,GM,Iceland,2275,147,2424,2550,48,2551,0,0,0,False,,1485780045,2017-01-30,1715612036,2024-05-13
17028590,francyim,Francesco Sonis,GM,Italy,2472,49,2691,2793,28,2977,2757,77,2803,False,,1398288251,2014-04-24,1718870292,2024-06-20
5715397,frankieyale,Jan Gustafsson,GM,Germany,2500,290,0,2303,213,2303,2510,64,2387,False,,1314887666,2011-09-01,1673367712,2023-01-10
38711494,frederiksvane,Frederik Svane,GM,Germany,2586,46,2666,2952,31,3082,2938,25,3098,False,,1505637080,2017-09-17,1718833421,2024-06-20
24445746,frolyanov_d,Dmitry Frolyanov,GM,Russia,2474,46,2686,2657,48,2820,0,0,0,False,,1444117772,2015-10-06,1718863628,2024-06-20
80239230,frostnova,,GM,Sweden,0,0,0,2967,62,3028,2932,124,2782,False,,1590183865,2020-05-23,1710703418,2024-03-18
86764182,ftacnikl,Lubomir Ftacnik,GM,Slovakia,2544,102,2743,0,0,0,0,0,0,False,,1594826951,2020-07-15,1718618949,2024-06-17
25062808,ftorodent,Andrey Rychagov,GM,Russia,2336,79,2388,2636,76,2779,2487,151,2603,False,,1447505855,2015-11-14,1703601106,2023-12-26
49009022,funo09,Viktor Gazik,GM,Slovakia,2493,99,2717,2820,47,2931,2902,41,2931,False,,1534947905,2018-08-22,1718798408,2024-06-19
43428066,fxdon77,Xu Yi,GM,China,2475,49,2714,2854,44,2927,2632,118,2632,False,,1518859208,2018-02-17,1718868984,2024-06-20
11287642,fyall777,Luis Galego,GM,Portugal,1016,146,1200,2462,34,2676,1165,225,1200,False,,1364324299,2013-03-27,1718838499,2024-06-20
62925986,g3god,Sasikiran Krishnan,GM,India,2493,46,2829,2900,29,2994,2675,35,2860,False,,1562150230,2019-07-03,1718790189,2024-06-19
29961538,gabix_94,Gabor Nagy,GM,Hungary,2413,93,2571,2775,38,2964,2801,48,2931,False,,1474036531,2016-09-16,1718776986,2024-06-19
23948322,gabrielian_artur,Artur Gabrielian,GM,Russia,2387,46,2844,2761,46,2850,2706,151,2810,False,,1441289785,2015-09-03,1718740298,2024-06-19
37044230,gabuzyan_chessmood,Hovhannes Gabuzyan,GM,United States,2533,48,2571,3103,50,3103,2918,49,3067,True,,1500101331,2017-07-15,1718679023,2024-06-18
43011494,gadimbaylia,Abdulla Gadimbayli,GM,Azerbaijan,2497,46,2677,2863,47,2982,2807,47,2950,False,,1517779463,2018-02-05,1718029907,2024-06-10
47355744,gaguna,GM Merab Gagunashvili,GM,Georgia,2400,49,2655,2755,48,2800,2543,63,2549,False,,1529856400,2018-06-24,1718863297,2024-06-20
56280050,gahryman,Meilis Annaberdiev,GM,Turkmenistan,2137,126,2430,2627,48,2813,2551,49,2704,False,,1547988899,2019-01-20,1718358683,2024-06-14
34691714,gaizca,Salvador Alonso,GM,Argentina,0,0,0,2497,94,2577,0,0,0,False,,1491914001,2017-04-11,1718043045,2024-06-11
23560042,gajuchess,Grzegorz Gajewski,GM,Poland,2443,169,2756,2823,36,2892,2596,119,2819,False,,1438890606,2015-08-07,1718534727,2024-06-16
86887960,gakashchess,Akash G,GM,India,2407,161,2621,2655,76,2730,2657,63,2866,False,,1594956210,2020-07-17,1705674182,2024-01-19
78860648,galperinplaton,Платон Гальперин,GM,Ukraine,2392,186,2467,2996,34,3032,2862,58,3057,False,,1588884818,2020-05-08,1689771233,2023-07-19
20341464,garcho08,Susanto Megaranto,GM,Indonesia,2505,145,2564,2944,47,3017,2763,44,2893,False,,1419605874,2014-12-26,1692534519,2023-08-20
41469040,gareth-bale11,Mamikon Gharibyan,GM,Armenia,2521,46,2571,2958,39,2969,2750,24,2921,False,,1513666123,2017-12-19,1718830510,2024-06-20
1647937,garrykasparov,Garry Kasparov,GM,Russia,0,0,0,0,0,0,0,0,0,False,,1229007872,2008-12-11,1465294597,2016-06-07
10661756,gasconjr,Jose Rafael Gascon,GM,Spain,2428,47,2679,2608,26,2807,2681,27,2819,True,https://twitch.tv/gmgascon,1359747246,2013-02-02,1718880338,2024-06-20
93000824,gats1,,GM,Japan,2532,148,2572,2873,33,2991,2659,47,2676,False,,1602538380,2020-10-13,1718675833,2024-06-18
1379501,gavrikov,Viktor Gavrikov,GM,Bulgaria,0,0,0,0,0,0,0,0,0,False,,1210431195,2008-05-10,1457533748,2016-03-09
32861052,geller_jakov,Jakov Geller,GM,Russia,2710,152,2377,2675,159,2721,2803,71,2821,False,,1486020405,2017-02-02,1718828446,2024-06-20
17099034,geminiboy,,GM,China,1847,229,2000,2865,47,2920,2581,47,2692,False,,1398754856,2014-04-29,1718501686,2024-06-16
19729828,gen-gutman,Gennadii Gutman,GM,Ukraine,1207,106,2161,2350,177,2701,2547,22,2760,False,,1416047830,2014-11-15,1718819354,2024-06-20
32014876,gena217,Guillermo Vazquez,GM,Paraguay,2543,47,2661,3020,46,3030,2927,39,2975,False,,1483137836,2016-12-31,1718745573,2024-06-19
22039028,genghis_k,Federico Perez Ponsa,GM,Argentina,2497,47,2701,2928,47,2973,2939,28,3265,False,,1429455678,2015-04-19,1718856032,2024-06-20
19060078,genna1943,Genna Sosonko,GM,Netherlands,0,0,0,0,0,0,0,0,0,False,,1411753620,2014-09-27,1411753620,2014-09-27
73722206,georgegiorgadze,George Giorgadze,GM,Georgia,1758,313,0,2245,186,2245,0,0,0,False,,1584469412,2020-03-18,1718819734,2024-06-20
23744682,georgescu_tiberiu,Tiberiu-Marian Georgescu,GM,Romania,2003,347,2003,2616,32,2690,2755,22,2755,False,,1440047529,2015-08-20,1718748782,2024-06-19
10342812,georgmeier,Georg Meier,GM,Uruguay,2641,46,2924,2966,36,3059,2763,46,3023,False,,1357632678,2013-01-08,1717954750,2024-06-10
11577350,gergo85,Gergely Antal,GM,Hungary,2563,231,2563,2617,55,2742,2468,40,2514,False,,1366375096,2013-04-19,1716529297,2024-05-24
71675130,german-2826,,GM,Isle of Man,0,0,0,2817,84,2843,0,0,0,False,,1580753784,2020-02-04,1621958636,2021-05-25
3848882,gevorg_harutjunyan,Gevorg Harutjunyan,GM,Armenia,0,0,0,2667,46,2667,2829,30,2808,False,,1282104941,2010-08-18,1462327977,2016-05-04
2287371,ggg,George-Gabriel Grigore,GM,Romania,2392,127,2392,2408,158,2658,2371,64,2240,False,,1257752432,2009-11-09,1714759304,2024-05-04
9811010,gguseinov,Gadir Guseinov,GM,Azerbaijan,2587,47,2771,2874,49,2967,3011,49,3028,False,,1354083472,2012-11-28,1718851532,2024-06-20
20718020,ghandeevam2003,Arjun Erigaisi,GM,India,2660,68,2829,2981,44,3166,3161,47,3236,False,,1421783344,2015-01-21,1718744048,2024-06-19
11245036,ghertneck,Gerry Hertneck,GM,Germany,0,0,0,2441,51,2455,2572,259,2422,False,,1364037998,2013-03-23,1535460283,2018-08-28
29205360,giantslayer83,Girish Koushik,GM,United Kingdom,2313,178,2326,2684,94,2777,2545,84,2395,False,,1469433807,2016-07-25,1718303646,2024-06-14
85391250,giantthresher,,GM,Switzerland,0,0,0,2877,41,2891,2204,348,2877,False,,1593704049,2020-07-02,1718801829,2024-06-19
44629086,gigaquparadze,Giga Quparadze,GM,Georgia,2798,147,2940,3004,44,3077,2674,116,2877,False,,1521971630,2018-03-25,1718616386,2024-06-17
1398646,gilmil,Gilberto Milos,GM,Brazil,2575,258,2575,2579,79,2688,1907,152,2020,False,,1212250807,2008-05-31,1718455951,2024-06-15
13423970,ginger_gm,Simon Williams,GM,United Kingdom,2300,48,2469,2624,26,2823,2565,88,2675,True,https://twitch.tv/gingergm,1378461829,2013-09-06,1718804789,2024-06-19
73275552,givesalltheflow,,GM,Ivory Coast,0,0,0,2780,29,2909,2784,68,2944,False,,1583789523,2020-03-10,1702145405,2023-12-10
28815326,glek_igor,Igor Glek,GM,Russia,2372,109,2507,2438,119,2543,2650,91,1356,False,,1467021981,2016-06-27,1710282226,2024-03-13
22804606,gliglu,Monika Socko,GM,Poland,2170,101,2452,2519,49,2721,2260,49,2292,False,,1434194087,2015-06-13,1706861606,2024-02-02
67224916,gm-andreyorlov,Andrey Orlov,GM,Russia,0,0,0,2657,124,3039,2850,150,2850,False,,1572256049,2019-10-28,1717600579,2024-06-05
32117466,gmakobianstl,Varuzhan Akobian,GM,United States,2531,46,2662,2848,47,2873,2743,89,2631,False,,1483483728,2017-01-04,1718722693,2024-06-18
24189614,gmalex1971,Alex Delchev,GM,Bulgaria,2492,49,2535,2466,110,2734,2079,184,2141,False,,1442689017,2015-09-20,1718875185,2024-06-20
23879414,gmalmeida,Omar Almeida Quintana,GM,Cuba,2709,113,2709,2657,79,2865,2342,93,2342,False,,1440866512,2015-08-29,1709050428,2024-02-27
27411222,gmalsayed,Mohammed Alsayed,GM,Qatar,0,0,0,2924,43,2939,2750,24,2929,False,,1458851279,2016-03-25,1718092114,2024-06-11
10958858,gmantic,Dejan Antic,GM,Serbia,0,0,0,2113,295,2113,0,0,0,False,,1361893954,2013-02-26,1718816181,2024-06-19
77276072,gmartin_petrov,Martin Petrov,GM,Bulgaria,2354,162,2552,2706,45,2757,2507,54,2507,False,,1587377317,2020-04-20,1718875887,2024-06-20
294903443,gmarturyusupovauthor,,GM,United States,0,0,0,0,0,0,0,0,0,False,,1687277624,2023-06-20,1687361184,2023-06-21
498731,gmarunchess,Arunprasad Subramanian,GM,United States,2123,228,2123,2785,177,2789,2537,49,2659,False,,1195794094,2007-11-23,1718801007,2024-06-19
9194996,gmashley,Maurice Ashley,GM,United States,1880,349,0,2204,131,2572,2365,32,2535,True,https://twitch.tv/gmashley,1349787982,2012-10-09,1717792324,2024-06-08
65393738,gmasterkiller,,GM,Argentina,1598,248,0,2580,75,2730,2629,61,2649,False,,1568239365,2019-09-12,1715571091,2024-05-13
76372358,gmaxel23,Axel Rombaldoni,GM,Italy,0,0,0,2706,97,2837,2593,52,2710,False,,1586616864,2020-04-11,1672254880,2022-12-29
30067870,gmazapata,Alonso Zapata,GM,United States,2369,216,2558,2458,63,2471,0,0,0,False,,1474644048,2016-09-23,1714169430,2024-04-27
166973435,gmbarbosachess,,GM,United States,0,0,0,0,0,0,0,0,0,False,,1640916641,2021-12-31,1708902451,2024-02-26
32039360,gmbartek,Bartlomiej Macieja,GM,United States,0,0,0,2562,49,2571,0,0,0,False,,1483223713,2017-01-01,1718208169,2024-06-12
52644348,gmbellicose,Rafał Antoniewski,GM,Poland,0,0,0,2633,53,2633,2650,31,2521,False,,1543700418,2018-12-02,1718827456,2024-06-20
3958391,gmbenjaminbok,Benjamin Bok,GM,Netherlands,2665,42,2715,2987,42,3070,2918,35,3060,True,https://twitch.tv/gmbenjaminbok,1284134842,2010-09-10,1718826242,2024-06-20
32076054,gmbenjaminfinegold,Ben Finegold,GM,United States,2475,147,2522,2741,37,2830,2610,67,2793,True,https://twitch.tv/itsbenandkaren,1483361577,2017-01-02,1718752845,2024-06-19
113881696,gmcarlosaobregon,Carlos Andres Obregón,GM,Argentina,2607,140,2822,2938,40,2938,2765,145,2780,False,,1611066451,2021-01-19,1655935344,2022-06-23
88551132,gmcheparinov,Ivan Cheparinov,GM,Bulgaria,2651,101,2749,2760,99,2806,2733,190,2733,False,,1596813947,2020-08-07,1717772414,2024-06-07
42578298,gmchessrob,Robert Aghasaryan,GM,United States,2457,49,2536,2632,45,2645,2551,49,2784,False,,1516648848,2018-01-23,1718875224,2024-06-20
17609626,gmcorrales,Fidel Corrales Jimenez,GM,United States,2107,48,2539,2870,35,2988,2830,29,2880,True,https://twitch.tv/gmcorrales,1402206204,2014-06-08,1718845336,2024-06-20
27014274,gmcristhian,Cristhian Cruz Sanchez,GM,Peru,0,0,0,0,0,0,0,0,0,False,,1456847465,2016-03-01,1456847589,2016-03-01
16706796,gmcyborek,Lukasz Cyborowski,GM,Poland,1735,307,2000,2745,135,2745,2614,39,2659,False,,1396348303,2014-04-01,1718464126,2024-06-15
52363300,gmdavenogood,David R Norwood,GM,United Kingdom,0,0,0,2795,22,2869,2534,48,2689,False,,1543233728,2018-11-26,1718376608,2024-06-14
40441206,gmdrh,Lars Bo Hansen,GM,United States,0,0,0,0,0,0,0,0,0,False,,1510871188,2017-11-17,1559078179,2019-05-29
39733216,gmedmundo,Eduard Andreev,GM,Ukraine,2375,167,2633,2597,45,2620,2635,44,2705,False,,1508869671,2017-10-25,1718864183,2024-06-20
1343066,gmg,Andrey Gorovets,GM,United States,1682,66,2763,2718,22,2928,2442,130,2804,False,,1206652296,2008-03-28,1718876347,2024-06-20
30618588,gmgamil,Cemil Aghamaliyev,GM,Türkiye,918,202,0,2791,25,2898,2759,74,2830,False,,1477597836,2016-10-28,1679916337,2023-03-27
5255781,gmharikrishna,Harikrishna Pentala,GM,India,2642,60,2869,2977,45,3055,3020,172,3020,False,,1307723937,2011-06-10,1718878726,2024-06-20
6610376,gmhess,Robert L. Hess,GM,United States,2450,49,2664,2943,19,2960,2813,62,2901,True,https://twitch.tv/gmhess,1328309744,2012-02-04,1718878580,2024-06-20
86419862,gmhikaruontwitch,Hikaru Nakamura,GM,Austria,2627,137,2693,2908,68,3074,3141,101,3369,True,,1594472217,2020-07-11,1717097917,2024-05-31
29327890,gmianrogers,Ian Rogers,GM,Australia,0,0,0,0,0,0,0,0,0,False,,1470223899,2016-08-03,1718024399,2024-06-10
16209626,gmizeta,Felix Izeta,GM,England,2067,293,2067,2360,165,2360,0,0,0,False,,1393342144,2014-02-25,1676676255,2023-02-18
52316568,gmjacobaagaard,Jacob Aagaard,GM,Scotland,2076,207,2122,2499,65,2538,2199,106,2584,False,,1543147001,2018-11-25,1717963894,2024-06-10
18858934,gmjankovic,CRO Alojzije Jankovic,GM,Croatia,2499,49,2598,2634,35,2752,2163,150,2279,False,,1410453513,2014-09-11,1718696844,2024-06-18
2023013,gmjlh,Jon Ludvig Hammer,GM,Norway,2455,77,2754,2754,46,2945,2925,29,3070,False,,1247231475,2009-07-10,1718752929,2024-06-19
26936334,gmjoel,Joel Benjamin,GM,United States,2364,227,2650,2715,135,2818,0,0,0,False,,1456462344,2016-02-26,1718297511,2024-06-13
2406471,gmjoey1,Rogelio Jr Antonio,GM,Philippines,2517,49,2700,2619,20,2890,2463,28,2972,False,,1261658453,2009-12-24,1718689992,2024-06-18
33927460,gmjuliogranda,Julio Granda,GM,Peru,1787,155,1910,2339,64,2356,1656,194,1800,True,https://twitch.tv/gmjuliogranda,1489403353,2017-03-13,1718807685,2024-06-19
61948746,gmkomarov,Dimitri Komarov,GM,Canada,2358,225,2392,2481,134,2547,2617,185,2617,False,,1559755174,2019-06-06,1718770672,2024-06-19
1355607,gmkrikor,Krikor Sevag Mekhitarian,GM,Brazil,2546,49,2630,2895,40,2974,2703,36,2888,True,https://twitch.tv/gmkrikor,1207980653,2008-04-12,1718880751,2024-06-20
48967548,gmlazarobruzon,Lazaro Bruzon Batista,GM,United States,2162,157,2775,2964,75,2978,2660,182,2660,False,,1534832797,2018-08-21,1718839377,2024-06-20
34235266,gmmarcelkanarek,Marcel Kanarek,GM,Poland,0,0,0,2568,94,2629,2688,78,2688,False,,1490394928,2017-03-25,1716637895,2024-05-25
28236198,gmmarcindziuba,Marcin Dziuba,GM,Poland,2477,101,2557,2635,69,2730,2633,67,2483,False,,1463525746,2016-05-18,1718015179,2024-06-10
35201464,gmmatamoros,Carlos Matamoros,GM,Ecuador,2440,105,2520,2584,49,2688,2552,28,2684,True,https://twitch.tv/gmmatamoros,1493656491,2017-05-01,1718870340,2024-06-20
1875827,gmmelik,Melikset Khachiyan,GM,United States,2553,175,2660,2645,30,2797,2501,49,2577,False,,1239902165,2009-04-17,1718857304,2024-06-20
11099296,gmmickeyadams,Michael Adams,GM,England,2556,93,2729,2801,49,2897,0,0,0,False,,1362940616,2013-03-11,1718533321,2024-06-16
76717040,gmmikhailkazakov,Mikhail Kazakov,GM,Ukraine,2091,198,2593,2503,49,2552,0,0,0,False,,1586896299,2020-04-15,1718798917,2024-06-19
19560322,gmmikiki,,GM,Slovakia,0,0,0,2529,106,2536,0,0,0,False,,1415005714,2014-11-03,1647879297,2022-03-21
25494216,gmmitkov,Nikola Mitkov,GM,United States,2390,145,2473,2670,25,2817,2006,309,0,False,,1449707789,2015-12-10,1718057655,2024-06-11
36026466,gmmoranda,Wojciech Moranda,GM,Poland,2192,218,2605,2916,40,3069,2856,49,2945,False,,1496480349,2017-06-03,1718226442,2024-06-13
8007678,gmmoskalenko,Viktor Moskalenko,GM,Spain,2402,85,2422,2600,57,2692,2173,103,2278,False,,1340664395,2012-06-26,1703431539,2023-12-24
18589608,gmnakamuracyborg,Hikaru Nakamura,GM,United States,263,253,0,0,0,0,0,0,0,False,,1408640485,2014-08-22,1711306421,2024-03-25
6895061,gmneiksans,Arturs Neiksans,GM,Latvia,2498,46,2742,2849,38,2948,2855,45,2883,True,https://twitch.tv/gmneiksans,1331123138,2012-03-07,1718818349,2024-06-20
96667094,gmneiksans-bots,Arturs Neiksans,GM,Latvia,0,0,0,0,0,0,0,0,0,False,,1605299638,2020-11-14,1715335040,2024-05-10
3959109,gmnickpert,Nicholas Pert,GM,United Kingdom,2569,49,2569,2618,72,2767,2548,102,2767,False,,1284138346,2010-09-11,1718814580,2024-06-19
23509798,gmoratovsky,Michael Oratovsky,GM,Spain,420,195,2200,2614,63,2665,2568,32,2507,False,,1438565262,2015-08-03,1718720984,2024-06-18
13155742,gmpacman,,GM,United States,0,0,0,2526,82,2526,2710,47,2607,False,,1376586573,2013-08-16,1498504156,2017-06-27
45084096,gmpanno,Oscar Panno,GM,Argentina,0,0,0,2116,248,2116,0,0,0,False,,1523151350,2018-04-08,1638817545,2021-12-07
78590144,gmpeter008,Prithu Gupta,GM,India,2132,173,2460,2360,57,2662,2053,37,2556,False,,1588621141,2020-05-05,1718133828,2024-06-12
27278294,gmpontuscarlsson,Pontus Carlsson,GM,Sweden,2522,46,2522,2881,150,2881,2671,177,2671,False,,1458199987,2016-03-17,1718808414,2024-06-19
15558732,gmrafpig,Rafael Leitao,GM,Brazil,2323,231,2659,2745,46,2824,2645,50,2711,True,,1389631977,2014-01-13,1718823086,2024-06-20
14091698,gmreniergonzalez,Renier Gonzalez,GM,United States,2525,49,2598,2738,50,2792,2603,48,2691,False,,1382984842,2013-10-29,1718349188,2024-06-14
11896010,gmsakk,,GM,Hungary,0,0,0,2765,46,2839,2756,120,2756,False,,1368646423,2013-05-16,1718823717,2024-06-20
19361714,gmsergiobarrientos,Sergio Barrientos Chavarria,GM,Colombia,2428,117,2500,2762,46,2808,2776,143,2891,False,,1413688219,2014-10-19,1718142131,2024-06-12
39193002,gmsrinath,Srinath Narayanan,GM,India,2555,46,2865,2875,42,3132,2845,42,3018,False,,1507201647,2017-10-05,1718359120,2024-06-14
24151612,gmstefanova,Antoaneta Stefanova,GM,Bulgaria,2249,94,2717,2547,71,2726,2630,63,2649,False,,1442481018,2015-09-17,1712256490,2024-04-05
28095622,gmszabo,Krisztian Szabo,GM,Hungary,0,0,0,2375,246,2375,2340,121,2340,False,,1462704903,2016-05-08,1718874668,2024-06-20
42800802,gmtalks_youtube,Sune Berg Hansen,GM,Denmark,2517,109,2542,2730,46,2797,2520,49,2686,False,,1517231095,2018-01-29,1718733016,2024-06-19
8752994,gmtamaz,Tamaz Gelashvili,GM,Georgia,0,0,0,1719,53,2400,2241,54,2241,False,,1346529296,2012-09-02,1706909977,2024-02-03
17209870,gmtazbir,Marcin Tazbir,GM,Poland,2030,143,2120,2802,49,2971,2739,44,2886,False,,1399482951,2014-05-08,1718294375,2024-06-13
4123023,gmtodorov,todor todorov,GM,France,0,0,0,1812,109,2505,1510,97,2249,False,,1287166577,2010-10-16,1717612400,2024-06-06
20520762,gmtopmoves,Nick Pert,GM,United Kingdom,0,0,0,2610,223,2610,2663,99,2528,False,,1420628685,2015-01-07,1468071310,2016-07-09
7236809,gmvaleduser,Vladimir Akopian,GM,United States,0,0,0,2825,56,3210,1354,114,3213,False,,1333969767,2012-04-09,1706944916,2024-02-03
3164022,gmvallejo,Francisco Vallejo Pons,GM,Spain,2631,61,2801,2941,48,3002,2915,49,3024,False,,1224714634,2008-10-23,1718371936,2024-06-14
11133698,gmvar,,GM,United States,0,0,0,2715,38,2716,0,0,0,False,,1363204814,2013-03-14,1454446959,2016-02-03
145551289,gmvignirvatnar,Vignir Vatnar Stefansson,GM,Iceland,2785,49,2785,2705,46,2869,2746,92,2822,False,,1624395673,2021-06-23,1718877452,2024-06-20
17899194,gmvladimir_petkov,Vladimir Petkov,GM,Bulgaria,0,0,0,2547,25,2747,2491,32,2594,False,,1404208230,2014-07-01,1718777151,2024-06-19
10674312,gmvladko,Vladimir Georgiev,GM,United States,2522,50,2636,1944,225,2000,0,0,0,False,,1359833540,2013-02-03,1718727972,2024-06-18
170459103,gmvolokitin,Andrei Volokitin,GM,Ukraine,2476,46,2918,0,0,0,0,0,0,False,,1643214583,2022-01-26,1715182813,2024-05-08
30366824,gmwso,Wesley So,GM,United States,2827,40,2938,3143,28,3195,3093,54,3206,False,,1476324243,2016-10-13,1718835503,2024-06-20
30859242,gmyarick,,GM,Ukraine,0,0,0,2668,36,2841,2599,45,2850,False,,1478891775,2016-11-12,1715949017,2024-05-17
5700627,gmyaz,Yasser Seirawan,GM,United States,0,0,0,2783,158,2783,0,0,0,False,,1314649452,2011-08-30,1718335695,2024-06-14
89205448,gmzaven,Zaven Andriasyan,GM,United States,0,0,0,2599,48,2844,2921,32,2943,False,,1597606907,2020-08-17,1718128336,2024-06-12
27520782,gm_aag,Alexander Galkin,GM,Russia,0,0,0,2930,120,2930,2895,22,2711,False,,1459402625,2016-03-31,1675005080,2023-01-29
